date_and_time, Numberofsatellites, longtitude,
17:48:47.287,0,03512.3161 E,644.8
17:48:48.287,0,03512.3161 E,644.8
17:48:49.287,0,03512.3161 E,644.8
17:48:50.287,0,03512.3161 E,644.8
17:48:51.287,0,03512.3163 E,644.9
17:48:52.287,0,03512.3164 E,644.9
17:48:53.287,0,03512.3165 E,644.9
17:48:54.287,0,03512.3166 E,644.9
17:48:55.287,0,03512.3167 E,644.8
17:48:56.287,0,03512.3164 E,644.8
17:48:57.287,0,03512.3101 E,644.8
17:48:58.287,0,03512.3123 E,644.7
17:48:59.287,0,03512.3126 E,645.0
17:49:00.287,4,03512.3148 E,645.1
17:49:01.287,5,03512.3154 E,645.3
17:49:03.000,5,03512.3163 E,645.5
17:49:04.000,5,03512.3171 E,645.7
17:49:05.000,5,03512.3180 E,645.8
17:49:06.000,5,03512.3189 E,645.9
17:49:07.000,5,03512.3195 E,646.0
17:49:08.000,5,03512.3205 E,646.0
17:49:09.000,5,03512.3213 E,646.1
17:49:10.000,5,03512.3221 E,646.2
17:49:11.000,6,03512.3229 E,646.3
17:49:12.000,6,03512.3237 E,646.4
17:49:13.000,6,03512.3244 E,646.4
17:49:14.000,6,03512.3253 E,646.5
17:49:15.000,6,03512.3259 E,646.6
17:49:16.000,6,03512.3249 E,646.6
17:49:17.000,7,03512.3255 E,646.7
17:49:18.000,7,03512.3265 E,646.7
17:49:19.000,7,03512.3272 E,646.8
17:49:20.000,7,03512.3279 E,646.8
17:49:21.000,7,03512.3288 E,646.8
17:49:22.000,8,03512.3307 E,646.9
17:49:23.000,8,03512.3316 E,646.9
17:49:24.000,7,03512.3324 E,646.9
17:49:25.000,8,03512.3330 E,647.0
17:49:26.000,8,03512.3338 E,647.0
17:49:27.000,9,03512.3345 E,647.0
17:49:28.000,9,03512.3353 E,647.0
17:49:29.000,9,03512.3357 E,647.0
17:49:30.000,9,03512.3361 E,647.0
17:49:31.000,9,03512.3363 E,647.0
17:49:32.000,9,03512.3366 E,647.0
17:49:33.000,9,03512.3369 E,647.0
17:49:34.000,9,03512.3370 E,647.1
17:49:35.000,9,03512.3361 E,647.2
17:49:36.000,9,03512.3358 E,647.4
17:49:37.000,9,03512.3359 E,647.5
17:49:38.000,9,03512.3362 E,647.6
17:49:39.000,9,03512.3363 E,647.7
17:49:40.000,9,03512.3363 E,647.8
17:49:41.000,9,03512.3365 E,648.0
17:49:42.000,9,03512.3366 E,648.1
17:49:43.000,9,03512.3367 E,648.2
17:49:44.000,9,03512.3367 E,648.3
17:49:45.000,9,03512.3368 E,648.5
17:49:46.000,9,03512.3369 E,648.6
17:49:47.000,9,03512.3370 E,648.7
17:49:48.000,9,03512.3371 E,648.8
17:49:49.000,9,03512.3369 E,649.0
17:49:50.000,9,03512.3367 E,649.1
17:49:51.000,9,03512.3368 E,649.2
17:49:52.000,9,03512.3369 E,649.3
17:49:53.000,9,03512.3369 E,649.5
17:49:54.000,9,03512.3369 E,649.6
17:49:55.000,9,03512.3368 E,649.7
17:49:56.000,9,03512.3368 E,649.8
17:49:57.000,9,03512.3369 E,650.0
17:49:58.000,9,03512.3366 E,650.1
17:49:59.000,9,03512.3365 E,650.2
17:50:00.000,9,03512.3365 E,650.3
17:50:01.000,9,03512.3361 E,650.5
17:50:02.000,9,03512.3351 E,650.6
17:50:03.000,9,03512.3343 E,650.7
17:50:04.000,9,03512.3337 E,650.8
17:50:05.000,9,03512.3334 E,651.0
17:50:06.000,9,03512.3329 E,651.1
17:50:07.000,9,03512.3327 E,651.2
17:50:08.000,9,03512.3325 E,651.3
17:50:09.000,9,03512.3319 E,651.4
17:50:10.000,9,03512.3316 E,651.6
17:50:11.000,9,03512.3313 E,651.7
17:50:12.000,9,03512.3308 E,651.8
17:50:13.000,9,03512.3304 E,651.9
17:50:14.000,9,03512.3298 E,652.1
17:50:15.000,9,03512.3296 E,652.2
17:50:16.000,9,03512.3291 E,652.3
17:50:17.000,9,03512.3290 E,652.4
17:50:18.000,10,03512.3292 E,652.5
17:50:19.000,10,03512.3283 E,652.7
17:50:20.000,9,03512.3275 E,652.8
17:50:21.000,9,03512.3267 E,652.9
17:50:22.000,9,03512.3257 E,653.0
17:50:23.000,10,03512.3248 E,653.1
17:50:24.000,10,03512.3240 E,653.3
17:50:25.000,10,03512.3232 E,653.4
17:50:26.000,10,03512.3224 E,653.5
17:50:27.000,10,03512.3215 E,653.6
17:50:28.000,9,03512.3209 E,653.7
17:50:29.000,9,03512.3206 E,653.9
17:50:30.000,9,03512.3197 E,654.0
17:50:31.000,9,03512.3191 E,654.1
17:50:32.000,9,03512.3187 E,654.2
17:50:33.000,9,03512.3181 E,654.3
17:50:34.000,9,03512.3176 E,654.5
17:50:35.000,9,03512.3170 E,654.6
17:50:36.000,8,03512.3165 E,654.7
17:50:37.000,8,03512.3159 E,654.8
17:50:38.000,8,03512.3154 E,654.9
17:50:39.000,7,03512.3149 E,655.1
17:50:40.000,5,03512.3144 E,655.2
17:50:41.000,5,03512.3139 E,655.3
17:50:42.000,0,03512.3134 E,655.4
17:50:43.000,0,03512.3129 E,655.5
17:50:44.000,0,03512.3123 E,655.7
17:50:45.000,0,03512.3118 E,655.8
17:50:46.000,0,03512.3113 E,655.9
17:50:47.000,0,03512.3108 E,656.0
17:50:48.000,0,03512.3103 E,656.1
17:50:49.000,0,03512.3098 E,656.2
17:50:50.000,0,03512.3094 E,656.3
17:50:51.000,0,03512.3090 E,656.4
17:50:52.000,0,03512.3087 E,656.5
17:50:53.000,0,03512.3085 E,656.5
17:50:54.000,0,03512.3113 E,655.3
17:50:55.000,0,03512.3138 E,655.3
17:50:56.000,0,03512.3138 E,655.3
17:50:57.000,0,03512.3138 E,655.3
17:50:58.000,0,03512.3138 E,655.3
17:50:59.000,0,03512.3138 E,655.3
17:51:00.000,0,03512.3138 E,655.3
17:51:01.000,0,03512.3138 E,655.3
17:51:02.000,0,03512.3138 E,655.3
17:51:03.000,0,03512.3138 E,655.3
17:51:04.000,0,03512.3138 E,655.3
17:51:05.000,0,03512.3138 E,655.3
17:51:06.000,0,03512.3138 E,655.3
17:51:07.000,0,03512.3138 E,655.3
17:51:08.000,0,03512.3138 E,655.3
17:51:09.000,0,03512.3138 E,655.3
17:51:10.000,0,03512.3138 E,655.3
17:51:11.000,0,03512.3138 E,655.3
17:51:12.000,0,03512.3138 E,655.3
17:51:13.000,0,03512.3138 E,655.3
17:51:14.000,0,03512.3138 E,655.3
17:51:15.000,0,03512.3138 E,655.3
17:51:16.000,0,03512.3138 E,655.3
17:51:17.000,0,03512.3138 E,655.3
17:51:18.000,0,03512.3138 E,655.3
17:51:19.000,0,03512.3138 E,655.3
17:51:20.000,0,03512.3138 E,655.3
17:51:21.000,0,03512.3138 E,655.3
17:51:22.000,0,03512.3138 E,655.3
17:51:23.000,0,03512.3138 E,655.3
17:51:24.000,0,03512.3138 E,655.3
17:51:25.000,0,03512.3138 E,655.3
17:51:26.000,0,03512.3138 E,655.3
17:51:27.000,0,03512.3138 E,655.3
17:51:28.000,0,03512.3138 E,655.3
17:51:29.000,0,03512.3138 E,655.3
17:51:30.000,0,03512.3138 E,655.3
17:51:31.000,0,03512.3138 E,655.3
17:51:32.000,0,03512.3138 E,655.3
17:51:33.000,0,03512.3138 E,655.3
17:51:34.000,0,03512.3138 E,655.3
