date_and_time, Numberofsatellites, longtitude,
16:48:32.077,0,03512.2780 E,619.6
16:48:33.077,0,03512.2780 E,619.6
16:48:34.077,0,03512.2780 E,619.6
16:48:35.077,0,03512.2780 E,619.6
16:48:36.077,0,03512.2780 E,619.6
16:48:37.077,0,03512.2780 E,619.6
16:48:38.077,0,03512.2780 E,619.6
16:48:39.077,0,03512.2780 E,619.6
16:48:40.077,0,03512.2780 E,619.6
16:48:41.077,0,03512.2780 E,619.6
16:48:42.077,0,03512.2780 E,619.6
16:48:43.077,0,03512.2780 E,619.6
16:48:44.078,0,03512.2834 E,619.7
16:48:45.078,0,03512.2843 E,619.5
16:48:46.078,0,03512.2849 E,619.4
16:48:47.078,0,03512.2859 E,619.4
16:48:48.078,0,03512.2860 E,619.4
16:48:49.078,0,03512.2898 E,629.5
16:48:50.078,5,03512.2864 E,637.0
16:48:51.079,6,03512.2844 E,640.6
16:48:52.074,8,03512.2819 E,638.7
16:48:53.077,8,03512.2827 E,640.6
16:48:54.075,8,03512.2826 E,643.1
16:48:55.075,8,03512.2842 E,647.8
16:48:56.075,8,03512.2842 E,647.5
16:48:57.074,9,03512.2840 E,647.3
16:48:58.077,9,03512.2848 E,644.9
16:48:59.078,9,03512.2852 E,643.1
16:49:00.078,9,03512.2852 E,641.7
16:49:01.078,9,03512.2850 E,640.5
16:49:02.079,9,03512.2848 E,638.8
16:49:03.080,9,03512.2841 E,636.2
16:49:04.081,9,03512.2835 E,634.7
16:49:05.081,9,03512.2829 E,634.2
16:49:06.081,9,03512.2822 E,633.3
16:49:07.081,9,03512.2808 E,632.0
16:49:08.080,9,03512.2799 E,631.3
16:49:09.062,9,03512.2728 E,623.5
16:49:11.000,9,03512.2724 E,635.2
16:49:12.000,9,03512.2716 E,638.3
16:49:13.000,9,03512.2717 E,635.8
16:49:14.000,9,03512.2708 E,636.2
16:49:15.000,9,03512.2701 E,636.6
16:49:16.000,9,03512.2694 E,636.3
16:49:17.000,9,03512.2688 E,636.0
16:49:18.000,9,03512.2678 E,636.4
16:49:19.000,9,03512.2670 E,635.2
16:49:20.000,9,03512.2661 E,634.2
16:49:21.000,9,03512.2653 E,643.5
16:49:22.000,9,03512.2643 E,643.0
16:49:23.000,9,03512.2633 E,642.5
16:49:24.000,9,03512.2619 E,643.1
16:49:25.000,9,03512.2609 E,643.4
16:49:26.000,9,03512.2600 E,643.6
16:49:27.000,9,03512.2592 E,643.4
16:49:28.000,9,03512.2584 E,643.4
