date_and_time, Numberofsatellites, longtitude,
11:48:29.0,08,03511.197518 E,596.8
11:48:30.0,08,03511.187575 E,596.2
11:48:31.0,09,03511.175207 E,596.1
11:48:32.0,09,03511.163456 E,595.5
11:48:33.0,09,03511.150735 E,595.7
11:48:34.0,09,03511.137260 E,595.6
11:48:35.0,09,03511.123579 E,595.2
11:48:36.0,09,03511.109957 E,595.4
11:48:37.0,09,03511.095541 E,596.0
11:48:38.0,09,03511.081252 E,596.3
11:48:39.0,09,03511.066494 E,596.6
11:48:40.0,09,03511.053074 E,593.7
11:48:41.0,09,03511.039891 E,592.3
11:48:42.0,09,03511.026184 E,590.6
11:48:43.0,09,03511.012789 E,589.5
11:48:44.0,09,03510.999736 E,587.8
11:48:45.0,09,03510.986842 E,585.4
11:48:46.0,09,03510.974066 E,583.7
11:48:47.0,09,03510.961384 E,582.0
11:48:48.0,09,03510.948590 E,581.4
11:48:49.0,09,03510.935195 E,580.5
11:48:50.0,09,03510.921644 E,578.6
11:48:51.0,09,03510.907218 E,577.5
11:48:52.0,09,03510.893041 E,576.7
11:48:53.0,09,03510.878878 E,574.1
11:48:54.0,09,03510.864326 E,571.5
11:48:55.0,09,03510.849156 E,570.3
11:48:56.0,09,03510.833991 E,568.4
11:48:57.0,09,03510.818661 E,567.7
11:48:58.0,09,03510.803563 E,567.1
11:48:59.0,09,03510.792012 E,561.4
11:49:00.0,09,03510.779110 E,561.7
11:49:01.0,09,03510.766581 E,561.0
11:49:02.0,09,03510.759264 E,557.0
11:49:03.0,09,03510.752254 E,557.1
11:49:04.0,09,03510.746551 E,555.4
11:49:05.0,09,03510.740862 E,554.8
11:49:06.0,09,03510.733064 E,554.0
11:49:07.0,09,03510.726279 E,553.4
11:49:08.0,09,03510.719905 E,552.4
11:49:09.0,09,03510.712673 E,551.9
11:49:10.0,09,03510.704866 E,552.4
11:49:11.0,09,03510.696524 E,551.6
11:49:12.0,09,03510.685188 E,549.7
11:49:13.0,09,03510.673716 E,550.2
11:49:14.0,09,03510.662409 E,548.8
11:49:15.0,09,03510.650272 E,548.5
11:49:16.0,09,03510.635140 E,545.6
11:49:17.0,09,03510.620404 E,544.4
11:49:18.0,08,03510.606586 E,541.7
11:49:19.0,08,03510.592475 E,540.4
11:49:20.0,08,03510.577905 E,539.6
11:49:21.0,07,03510.563471 E,539.1
11:49:22.0,07,03510.549402 E,538.4
11:49:23.0,07,03510.535427 E,537.8
11:49:24.0,08,03510.521021 E,536.1
11:49:25.0,09,03510.509113 E,537.3
11:49:26.0,09,03510.497830 E,536.4
11:49:27.0,09,03510.486396 E,535.7
11:49:28.0,09,03510.475384 E,535.4
11:49:29.0,09,03510.465007 E,534.9
11:49:30.0,09,03510.458216 E,530.3
11:49:31.0,08,03510.450098 E,528.8
11:49:32.0,08,03510.443120 E,528.0
11:49:33.0,09,03510.437062 E,525.2
11:49:34.0,09,03510.431588 E,524.1
11:49:35.0,09,03510.426255 E,522.8
11:49:36.0,09,03510.421264 E,522.3
11:49:37.0,09,03510.417159 E,521.6
11:49:38.0,09,03510.414650 E,519.1
11:49:39.0,09,03510.411428 E,517.6
11:49:40.0,09,03510.406900 E,518.7
11:49:41.0,09,03510.399754 E,518.0
11:49:42.0,09,03510.392390 E,517.2
11:49:43.0,09,03510.384597 E,516.6
11:49:44.0,09,03510.375733 E,515.4
11:49:45.0,09,03510.366603 E,514.6
11:49:46.0,09,03510.356539 E,513.8
11:49:47.0,08,03510.345881 E,512.4
11:49:48.0,08,03510.334630 E,511.8
11:49:49.0,08,03510.322926 E,511.6
11:49:50.0,08,03510.310861 E,511.3
11:49:51.0,08,03510.299413 E,511.0
11:49:52.0,07,03510.287483 E,509.4
11:49:53.0,08,03510.275771 E,509.0
11:49:54.0,08,03510.263749 E,508.7
11:49:55.0,09,03510.251598 E,508.9
11:49:56.0,09,03510.239318 E,509.0
11:49:57.0,09,03510.226786 E,509.0
11:49:58.0,09,03510.214206 E,509.8
11:49:59.0,09,03510.201469 E,509.6
11:50:00.0,09,03510.187905 E,509.7
11:50:01.0,09,03510.173969 E,509.2
11:50:02.0,09,03510.159769 E,510.5
11:50:03.0,08,03510.145409 E,509.8
11:50:04.0,10,03510.131147 E,505.6
11:50:05.0,10,03510.116470 E,506.3
11:50:06.0,10,03510.101884 E,505.8
11:50:07.0,10,03510.086702 E,505.0
11:50:08.0,10,03510.071871 E,502.1
11:50:09.0,10,03510.056114 E,501.9
11:50:10.0,10,03510.040641 E,501.8
11:50:11.0,09,03510.025487 E,500.4
11:50:12.0,09,03510.011356 E,499.7
11:50:13.0,09,03509.996568 E,497.4
11:50:14.0,09,03509.982273 E,497.1
11:50:15.0,09,03509.968686 E,496.1
11:50:16.0,09,03509.955483 E,495.3
11:50:17.0,09,03509.942966 E,494.4
11:50:18.0,09,03509.929962 E,493.3
11:50:19.0,09,03509.917599 E,492.4
11:50:20.0,09,03509.905592 E,491.7
11:50:21.0,09,03509.894495 E,491.8
11:50:22.0,09,03509.883238 E,490.8
11:50:23.0,09,03509.874244 E,489.0
11:50:24.0,09,03509.865130 E,488.7
11:50:25.0,09,03509.857240 E,489.1
11:50:26.0,09,03509.850064 E,488.8
11:50:27.0,09,03509.843736 E,487.2
11:50:28.0,09,03509.838729 E,487.0
11:50:29.0,09,03509.832709 E,485.4
11:50:30.0,09,03509.827292 E,485.2
11:50:31.0,09,03509.825152 E,485.9
11:50:32.0,09,03509.822576 E,485.0
11:50:33.0,09,03509.822080 E,484.9
11:50:34.0,09,03509.826162 E,483.4
11:50:35.0,09,03509.826718 E,483.6
11:50:36.0,09,03509.827357 E,483.0
11:50:37.0,09,03509.827857 E,483.5
11:50:38.0,09,03509.828256 E,484.1
11:50:39.0,09,03509.828792 E,483.8
11:50:40.0,09,03509.829591 E,484.1
11:50:41.0,09,03509.831246 E,484.0
11:50:42.0,09,03509.833290 E,484.2
11:50:43.0,09,03509.835898 E,484.5
11:50:44.0,09,03509.839233 E,486.3
11:50:45.0,08,03509.842723 E,487.1
11:50:46.0,08,03509.846351 E,488.4
11:50:47.0,08,03509.850246 E,488.8
11:50:48.0,09,03509.854254 E,490.1
11:50:49.0,09,03509.858462 E,490.5
11:50:50.0,09,03509.862148 E,491.1
11:50:51.0,09,03509.866105 E,491.9
11:50:52.0,09,03509.869862 E,492.5
11:50:53.0,09,03509.874056 E,492.6
11:50:54.0,09,03509.877884 E,493.1
11:50:55.0,09,03509.880734 E,492.6
11:50:56.0,09,03509.883906 E,492.8
11:50:57.0,09,03509.886496 E,493.1
11:50:58.0,09,03509.889099 E,493.5
11:50:59.0,09,03509.891442 E,494.1
11:51:00.0,09,03509.893490 E,493.7
11:51:01.0,08,03509.895306 E,494.6
11:51:02.0,09,03509.898238 E,494.8
11:51:03.0,09,03509.901026 E,494.8
11:51:04.0,09,03509.903426 E,494.8
11:51:05.0,09,03509.905935 E,494.4
11:51:06.0,09,03509.909332 E,493.9
11:51:07.0,09,03509.913116 E,494.2
11:51:08.0,09,03509.917265 E,494.6
11:51:09.0,08,03509.920653 E,494.5
11:51:10.0,08,03509.924493 E,494.8
11:51:11.0,08,03509.927608 E,496.1
11:51:12.0,08,03509.930256 E,496.6
11:51:13.0,09,03509.930703 E,498.2
11:51:14.0,09,03509.931169 E,498.8
11:51:15.0,09,03509.931774 E,499.1
11:51:16.0,09,03509.932238 E,498.2
11:51:17.0,09,03509.932688 E,497.3
11:51:18.0,09,03509.935384 E,498.2
11:51:19.0,09,03509.937720 E,498.3
11:51:20.0,09,03509.941442 E,499.3
11:51:21.0,10,03509.948152 E,501.6
11:51:22.0,10,03509.950456 E,501.3
11:51:23.0,10,03509.950583 E,502.8
11:51:24.0,09,03509.952340 E,503.5
11:51:25.0,09,03509.952785 E,503.9
11:51:26.0,09,03509.952761 E,503.8
11:51:27.0,09,03509.950483 E,505.1
